Country Name,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
X,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,,,,,,,,,,,,,,2.979436229,3.180799033,3.943867856,6.940834735,5.982982736,4.856128755,3.108972493,3.066690879,0.388635146,0.832674133,0.402060357,1.164209549,0.378556369,0.877171098,0.9183257,0.79206003,0.826487748,0.470154409,0.381298054,0.527080676,0.492673513,0.919446652,0.524960966,0.835893935,0.354552123,0.385828067,0.742515022,0.739162139,0.590466204,0.450361529,0.376450467,0.316528487,0.380995367,0.653386662,0.544556396,0.967279612,0.930540496,0.913310756,2.326952446,1.808817099,1.498222393,0.928707805,0.965738745,0.906660998,0.527515359,0.538271446,0.838232967,0.901923099,1.194650335,2.532813837,1.360748292,,
X,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,,,,,,,,,,,,,,10.28766174,4.786300956,6.769965405,9.738572084,14.23006982,14.0557949,11.49744207,12.93367231,13.46784226,13.47110621,6.462030324,14.63798865,13.20019899,10.39133407,12.99396853,12.28303619,16.08983459,11.27606082,12.22195657,15.24932185,13.98086542,16.58040797,17.10216483,19.46620478,21.85527483,20.44575517,18.43428385,21.10726359,20.73735122,23.8709125,24.81301316,26.94455958,27.5816172,28.82100222,29.55092219,30.06420007,37.34505432,38.89191094,42.81096883,42.09891107,43.54549658,42.54755458,43.864096,44.9653321,43.89728237,44.93944528,45.86845765,46.69760664,47.27234555,48.83739637,50.58131913,,
X,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,1.894381457,2.297735631,2.578466569,2.901081339,3.910328707,2.222778853,3.436992102,3.469341742,3.213646747,3.263009797,2.775298561,,3.04560986,3.126561232,2.709229433,2.463183367,2.393262988,,2.277136311,2.717268055,3.082042809,2.22439866,,2.375271928,2.415624919,1.924798983,1.92737016,2.08477069,2.9405684,3.16445013,3.358709164,3.002142655,2.347674251,1.997846943,1.944246864,2.153900363,2.213041835,,2.682702116,3.099198316,3.677035008,3.791819355,,,,,,,
X,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,,,,,,,,,,,,,,,,23.68897777,14.54774252,11.46997733,9.499531206,7.477787089,12.17828522,10.65979625,9.267990284,16.5351615,18.34493796,14.69912348,,12.06779916,16.50170674,11.55348197,12.24792347,10.8016809,,7.740658678,7.150545589,8.983181596,7.463974165,,7.281797483,4.831118328,6.789235631,11.09878931,8.297179562,10.21045921,12.75003591,10.48649541,7.41205504,12.23529718,8.295865778,7.584305492,8.843734448,8.05278075,,10.86158575,10.53915608,10.42074871,10.12153168,,,,,,,
X,"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54,,,,,55.48,,,,18.26,16.33,16.33,16.33,16.05,18.67,13.98,9.36,9.47,7.51,5.42,7.2,5.8,5.26,8.68,7.96,,7.33,8.02,,,5.1,6.23,6.21,5.58,,,
X,"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.14,180.14,180.14,180.14,180.14,179.96,179.96,179.96,179.96,179.96,179.57,179.57,179.57,179.57,178.99,178.99,,178.99,178.99,,,179.79,179.79,179.79,179.79,,,
X,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.01,,,,,82.79,,,,26.71,21.78,21.64,20.61,20.67,19.52,18.43,15.31,15.3,14.57,14.74,14.44,14.43,14.42,14.58,13.93,,13.88,13.88,,,14.04,14.04,14.05,14.06,,,
X,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.12,,,,,86.87,,,,24.22,19.76,19.09,18.74,19.53,19.45,16.84,30,30.12,10.67,8.69,13.16,12.31,12.24,14.22,13.84,,13.87,12.79,,,11.99,13.86,13.84,13.46,,,
X,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.61,77.61,77.61,77.61,77.61,71.5,71.5,71.5,71.5,71.5,68.42,68.42,68.42,68.42,69.18,69.18,,69.18,69.18,,,69.82,69.82,69.82,69.82,,,
X,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.368837833,4.007953188,3.696805263,4.198276068,4.869155828,3.531879514,3.388208552,3.514027891,3.407258797,2.522396686,2.865853686,2.71054392,2.920408021,2.821509668,2.833312131,2.162198494,2.355032153,3.146621146,1.73098368,1.814561302,1.750125355,1.985381013,1.840353977,2.16241812,1.160694395,,,,,
X,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116000000,136000000,143000000,164000000,181000000,176000000,196000000,224000000,281000000,230000000,339000000,374000000,551000000,402000000,574000000,487000000,585000000,958000000,382000000,400000000,359000000,524000000,452000000,469000000,265000000,,,,,
X,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830000,911000,866000,992000,1103000,1128000,1075000,1158000,1414000,1565000,1767000,1819000,2327000,875000,2254000,1913000,2127000,2273000,1460000,,,,,,,,,,,,
X,Urban population,SP.URB.TOTL,2649573,2813246,2999574,3195917,3406306,3633117,3878538,4147393,4441789,4760390,5098220,5424620,5793190,6257176,6792303,7500890,8425803,9498818,10653755,11819072,12916505,13900956,14856587,15811986,16754587,17685098,18601793,19505941,20397722,21284811,22174373,23060876,23942195,24811157,25679208,26556750,27442308,28359247,29319941,30328146,31368347,32422870,33501404,34611824,35739263,36869174,37989297,39091817,40166815,41205308,42198665,43174476,44162100,45144971,46116983,47081010,48043194,48982779,49903270,50830886,51746778,52643565,53650523,55140091,56717264,
X,Rural population,SP.RUR.TOTL,49179087,50497102,51881572,53308485,54772068,56269402,57791268,59363536,60966487,62533743,63960674,64852138,65848329,67465118,69047045,70353461,71429515,72368446,73235900,74116000,75099927,76402149,77957920,79523169,81060379,82568727,84033779,85453350,86818286,88148988,89459344,90726233,92009997,93321203,94663971,96043620,97419871,98838822,100302391,101779919,103175957,104382940,105432254,106358527,107163593,107846612,108416676,108897461,109307449,109668406,110003316,110416600,110908001,111387170,111847946,112302169,112768738,113203368,113619833,114082169,114551246,115015289,115734374,116326899,116845100,
X,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,,,29.2,,35.5,19.3,,,,24.9,56.6,,,,,,
X,"Population, male",SP.POP.TOTL.MA.IN,26950420,27711544,28518261,29352670,30213467,31101431,32012189,32959418,33936209,34908747,35832997,36329727,36891348,37968306,39063123,40092000,41098594,42109012,43123376,44148270,45190244,46345130,47625418,48910618,50170776,51406265,52610279,53783431,54921371,56037234,57142542,58232652,59324411,60408992,61506885,62624821,63738280,64884483,66073396,67292204,68477112,69527199,70465423,71345034,72159664,72902576,73574026,74183979,74737613,75243836,75714374,76236811,76826473,77407636,77971658,78528055,79091607,79723871,80431108,81162190,81878880,82572341,83399395,84357711,85343656,
X,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.304052749,5.287569519,5.288606072,5.310173713,5.354055474,5.406397997,5.46534708,5.53585323,5.612130085,5.694586352,5.765676869,5.695779326,5.654420855,5.759291124,5.864863397,5.984993772,6.113720238,6.241090503,6.364145734,6.479414882,6.583269266,6.657792391,6.696872624,6.717599998,6.727824457,6.726766082,6.713214772,6.682757931,6.636434684,6.578348217,6.509026521,6.422444176,6.327991551,6.237973249,6.14814369,6.062177673,5.986041396,5.923295829,5.877767092,5.850488469,5.845390791,5.867892525,5.915767157,5.983642954,6.064035521,6.153238146,6.254831924,6.371903709,6.505849583,6.65505568,6.817674355,6.997730799,7.184277223,7.35009258,7.498082247,7.670495169,7.880831501,8.132537829,8.423409958,8.73026001,8.990076783,9.197318404,9.424964633,9.676494382,9.919408455,
X,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,0.223006125,0.214828396,0.206868486,0.199381391,0.192979365,0.187873114,0.183816185,0.180925585,0.179265315,0.178951086,0.179128344,0.172517296,0.16980204,0.178677968,0.188453274,0.199104396,0.210842124,0.221813072,0.231646111,0.240074605,0.246938862,0.2521067,0.256043002,0.259461933,0.26236672,0.264846394,0.267107878,0.268980336,0.270524875,0.272140165,0.273797546,0.274638628,0.275541432,0.277268127,0.278966415,0.280909475,0.283662371,0.287501507,0.292885313,0.300348554,0.310251569,0.321512286,0.334130856,0.34892193,0.365260592,0.382935117,0.402100334,0.423099027,0.446673751,0.473805468,0.505237397,0.542490453,0.585027189,0.630785621,0.678929611,0.728455379,0.778917607,0.831598439,0.886333871,0.941606991,0.990281902,1.033530414,1.088261943,1.152913342,1.215585701,
X,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,0.813148341,0.808994826,0.811041751,0.817052865,0.823927289,0.829946091,0.835599839,0.841064784,0.846269487,0.852327343,0.856527653,0.840334166,0.829649143,0.841532687,0.853170765,0.86592597,0.87858948,0.888509887,0.897001171,0.906888017,0.918550128,0.930101989,0.942005049,0.954915296,0.966554359,0.975806171,0.983180638,0.988364436,0.991548149,0.99358264,0.994678496,0.993720441,0.992475752,0.992808502,0.993238119,0.994146798,0.996505483,1.000082863,1.005106521,1.012070186,1.021572099,1.032881015,1.045074406,1.058260891,1.072214843,1.087166971,1.104213932,1.124598798,1.148686079,1.175939348,1.206023465,1.239902552,1.277787111,1.319345379,1.364881062,1.41370323,1.463173941,1.512296968,1.551515874,1.577992657,1.608293384,1.650001785,1.700413974,1.758042332,1.818087724,
X,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,811136,830339,852633,877871,906966,940133,977114,1018289,1063071,1109966,1156694,1162440,1172258,1228878,1286909,1347092,1410915,1475172,1539412,1603379,1666444,1727802,1786873,1843109,1895906,1944442,1988696,2028829,2064386,2095235,2121860,2143325,2161905,2180827,2200884,2223652,2250435,2282741,2321445,2366934,2419681,2474289,2531457,2596434,2666812,2741356,2820268,2903901,2992920,3088118,3189831,3306572,3435271,3556417,3670009,3796508,3944054,4111724,4300680,4507051,4691560,4854388,5056247,5291074,5519060,
X,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.327429084,1.331749718,1.334578923,1.336470936,1.338624155,1.340449384,1.342675307,1.346113454,1.348940634,1.350156827,1.347385725,1.322455858,1.301425232,1.303288163,1.310195649,1.325386247,1.347123663,1.373263342,1.400374314,1.423292694,1.440034792,1.448634747,1.449306712,1.447053758,1.445041867,1.443828529,1.443815617,1.445413912,1.447786142,1.449418141,1.449955887,1.448441828,1.446164724,1.445382583,1.445000938,1.44527314,1.447052661,1.449727982,1.453125824,1.457966449,1.465771392,1.477000618,1.492324872,1.51254823,1.536052413,1.561921546,1.590671478,1.622770349,1.65893707,1.700115782,1.746037084,1.794482837,1.841147359,1.8740073,1.892936106,1.923681423,1.974878955,2.03712483,2.110959051,2.189032316,2.239772191,2.250512343,2.248843054,2.25632507,2.273105723,
X,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.553705516,2.534757093,2.509213284,2.483476975,2.466847109,2.460533825,2.463852709,2.477240815,2.495238079,2.51064477,2.518597127,2.5118014,2.503109949,2.500673456,2.499219265,2.499488214,2.49853806,2.497201084,2.494532307,2.488503427,2.478687836,2.465841522,2.451840753,2.439546165,2.429724354,2.421836448,2.416112761,2.412645337,2.411011118,2.410357295,2.410785783,2.414424621,2.42067138,2.429507426,2.44186692,2.45718301,2.474502669,2.492113016,2.510985392,2.533256501,2.555846478,2.582448529,2.611880531,2.623511933,2.617319718,2.627348784,2.664879347,2.720730138,2.806697231,2.923995838,3.042943898,3.150888986,3.255564126,3.355693663,3.449373907,3.537706528,3.621386112,3.639634565,3.588639293,3.528006547,3.465881527,3.411217435,3.423874275,3.500595499,3.584990159,
X,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,3.879508681,3.880212529,3.869963471,3.853752384,3.838532343,3.826499607,3.817046393,3.810143793,3.804354509,3.796678539,3.786285984,3.774512711,3.758961305,3.739497483,3.719638163,3.694656136,3.664415754,3.634304647,3.604307374,3.573822184,3.542943205,3.518065834,3.506449311,3.505561116,3.509261008,3.51653904,3.528070255,3.543389403,3.563860703,3.590463169,3.621589184,3.651935581,3.668352256,3.652719152,3.612954446,3.593646137,3.608146002,3.643199866,3.713956753,3.822332961,3.926496528,4.019468386,4.115543507,4.206242968,4.289925201,4.368969163,4.445283499,4.516184566,4.577901173,4.628966183,4.669922479,4.709734523,4.760032314,4.823300316,4.897680112,4.985022965,5.08725828,5.159952776,5.179183595,5.165049937,5.113543352,5.015501046,4.965781877,4.989885176,5.028880609,
X,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,5.501729513,5.482844042,5.457105803,5.427318696,5.396406289,5.366637631,5.336644208,5.305940515,5.275517811,5.240684795,5.206337918,5.201029215,5.190141292,5.155307358,5.11917414,5.081260765,5.047351267,5.013764187,4.984190487,4.962479541,4.94819554,4.938507745,4.92896969,4.89362344,4.831230158,4.799579598,4.817234106,4.867659283,4.969305026,5.12036027,5.268342076,5.39538704,5.503010921,5.589394971,5.6675638,5.739342211,5.803264496,5.853787601,5.88659423,5.902533686,5.894709435,5.888861915,5.908620983,5.944790887,5.995627862,6.063959542,6.152628366,6.275055577,6.418005715,6.560419768,6.699795737,6.822049869,6.906203871,6.965425566,7.02809807,7.097065982,7.174932919,7.191873409,7.186493072,7.28040779,7.472395761,7.702123041,7.821240563,7.760363853,7.589712717,
X,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.4178196,7.382100742,7.352509169,7.327947022,7.303784347,7.282535772,7.258336029,7.227401944,7.195947759,7.155826397,7.121122913,7.138643435,7.111507349,6.978951453,6.799237823,6.678078739,6.659437986,6.687405422,6.787699461,6.958143148,7.126875349,7.251886603,7.348373409,7.429841545,7.496975943,7.553307755,7.604293216,7.647605727,7.67817365,7.691623984,7.687237429,7.678372163,7.683668483,7.712747355,7.759774095,7.82653361,7.920488743,8.056025631,8.217651355,8.382138196,8.556588117,8.685209776,8.730263749,8.743787838,8.760565319,8.785217929,8.822254943,8.866255043,8.895024002,8.899064938,8.884951664,8.847684797,8.787419029,8.721300689,8.668535436,8.626322804,8.582429157,8.537175835,8.525679227,8.610653753,8.825340665,9.14806605,9.389170576,9.457438512,9.436459895,
X,"Population ages 15-64, total",SP.POP.1564.TO,28500433,29220117,29960371,30679260,31375394,32116300,32907169,33736570,34603813,35454375,36282453,36877921,37488437,38455948,39467279,40451738,41476628,42505905,43529660,44545797,45561132,46693766,47996493,49366887,50760391,52175993,53631399,55170306,56770121,58391801,60042404,61731934,63477629,65277917,67162874,69141507,71187346,73292338,75422553,77567489,79671645,81514615,83121544,84660399,86151903,87605093,88987587,90285655,91513536,92729412,93970006,95340178,96894688,98536133,100208410,101869851,103501312,104877348,105958585,106964718,107938077,108897252,110260679,111999786,113705228,
X,"Population ages 15-64, female",SP.POP.1564.FE.IN,13454833,13799167,14153724,14498858,14834955,15194732,15580630,15987207,16412649,16829595,17225866,17647816,18084849,18555673,19046694,19537514,20063689,20594143,21123598,21650756,22178131,22751266,23390429,24058038,24739690,25435774,26155871,26918956,27711148,28513816,29330261,30159023,31016759,31910358,32846832,33831408,34854772,35914220,36990937,38077889,39151579,40143982,41065602,41961794,42844686,43718903,44567567,45383133,46170511,46955314,47751874,48594991,49510311,50466107,51437864,52403731,53352585,54095059,54639881,55193608,55761294,56335986,57115062,58068002,58960050,
X,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,11.17141906,11.08628356,11.0507236,11.1150775,11.28266581,11.44460604,11.56862839,11.68994882,11.81023477,11.93685325,12.07881292,12.25321295,12.4113776,12.50417838,12.56722924,12.52644615,12.38766723,12.25653105,12.14404435,12.05207687,11.99212982,12.02161269,12.15210269,12.30504585,12.44419086,12.56404632,12.64328414,12.65362321,12.62585313,12.60798518,12.60796634,12.66859819,12.78555385,12.88070295,12.92401761,12.91493138,12.82851011,12.66072528,12.44581577,12.21928158,11.96320255,11.73776091,11.56495709,11.38701458,11.21544184,11.05449262,10.92696733,10.87801914,10.90534222,10.95843093,11.02402496,11.08920504,11.10024761,11.04392122,10.93815885,10.77782096,10.56507423,10.37603,10.21822914,10.03018715,9.814013335,9.585586031,9.311455731,9.016593399,8.764839313,
X,"Population ages 0-14, total",SP.POP.0014.TO,21816549,22545197,23336289,24196020,25123124,26049884,26964146,27906752,28862452,29820778,30684512,31298352,32033327,33051557,34057367,34981579,35842925,36708528,37589704,38502968,39455888,40500565,41603750,42651998,43639505,44568075,45403782,46102088,46678375,47200782,47683136,48090475,48457704,48782423,49051034,49267382,49413530,49564409,49766618,50002499,50215540,50508004,50894836,51244176,51526671,51720143,51852362,51950709,52006995,51973109,51825406,51579250,51214229,50753512,50242811,49699406,49153855,48779610,48639192,48610039,48656232,48745975,48732187,48629551,48578250,
X,"Population ages 0-14, female",SP.POP.0014.FE.IN,10722865,11084942,11477308,11901624,12357062,12810154,13255610,13714985,14180479,14646778,15064796,15361170,15717826,16212403,16701737,17150895,17568185,17986449,18411801,18853118,19315089,19825738,20371269,20893339,21385336,21846471,22257727,22598835,22880363,23136767,23374598,23574059,23756068,23921817,24061075,24176312,24258258,24340785,24446283,24566829,24678175,24825727,25016813,25194182,25341036,25445113,25518624,25573153,25605327,25591489,25518995,25394197,25207404,24972318,24711708,24433979,24155029,23949752,23827467,23726009,23645695,23589288,23534657,23494698,23498832,
X,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3,,,68.5,,,65.3,,,,68.7,,,66.2,,,,64.9,,,58.6,,,,58.9,51.4,,,,,,
X,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,38.66714,40.098473,41.258104,41.395544,42.719503,42.17848,44.205212,44.962368,45.608504,46.197695,39.540682,5.037219,48.095558,48.595996,48.019817,49.714464,50.173933,50.566175,50.934935,51.286462,51.496939,51.743167,51.920627,52.159343,52.249012,52.003879,52.38566,52.366952,52.309485,52.36039,52.359887,49.728668,52.590075,52.87083,53.302512,53.843623,54.592045,55.477835,56.493313,57.679343,58.898333,60.119111,61.291498,62.358385,63.290496,64.14221,64.847828,65.310339,65.892521,66.239401,66.529492,66.840677,67.220372,67.713049,68.436368,69.295377,70.266407,71.29704,72.336994,73.327263,71.633352,70.643162,75.828007,76.856421,,
